FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature (celcius),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),feat_Co,feat_Si,feat_Ni,feat_Re,feat_Fe,feat_Zr,feat_Ru,feat_Ti,feat_Ta,feat_Al,feat_W,feat_Mo,feat_V,feat_Cu,feat_Nb,feat_Hf,feat_Cr,feat_Mn,Target_Energy,Target_Risk,Target_Price
Mo1 Nb1 Ta1 W1,BCC,CAST,BCC,200.0,,13.7,454.0,C,25.0,1058.0,1211.0,2.0,,,250.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,1948.4947981576806,0.2379135554953491,134.3321873024474
Co1 Fe1 Mo0.2 Ni1 V1,FCC+Sec.,CAST,other,,,8.0,267.0,,25.0,,,,,,,,,,0.23809523809523808,0.0,0.23809523809523808,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,862.5122536945812,0.34409396551724136,92.52248070607554
Co1 Fe1 Mo0.4 Ni1 V1,FCC+Sec.,CAST,other,,,8.1,402.0,,25.0,,,,,,,,,,0.22727272727272727,0.0,0.22727272727272727,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,807.743293123787,0.36760086000228315,87.68664446896761
Co1 Fe1 Mo0.6 Ni1 V1,FCC+Sec.,CAST,other,,,8.2,557.0,,25.0,,,,,,,,,,0.2173913043478261,0.0,0.2173913043478261,0.0,0.2173913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.2173913043478261,0.0,0.0,0.0,0.0,0.0,760.4288779346053,0.38790825590467415,83.50900879495
Co1 Fe1 Mo0.8 Ni1 V1,FCC+Sec.,CAST,other,,,8.3,606.0,,25.0,,,,,,,,,,0.20833333333333334,0.0,0.20833333333333334,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,719.1440382508217,0.4056277517681044,79.86375568615732
Co0.833 Fe0.833 Mo0.833 Ni1 V0.833,FCC+Sec.,CAST,other,,,8.4,602.0,,25.0,,,,,,,,,,0.1922899353647276,0.0,0.23084025854108958,0.0,0.1922899353647276,0.0,0.0,0.0,0.0,0.0,0.0,0.1922899353647276,0.1922899353647276,0.0,0.0,0.0,0.0,0.0,664.531883122279,0.4069040088793109,74.33102814269776
Co0.714 Fe0.714 Mo0.714 Ni1 V0.714,FCC+Sec.,CAST,other,,,8.5,538.0,,25.0,,,,,,,,,,0.18516597510373445,0.0,0.25933609958506226,0.0,0.18516597510373445,0.0,0.0,0.0,0.0,0.0,0.0,0.18516597510373445,0.18516597510373445,0.0,0.0,0.0,0.0,0.0,647.5417844597303,0.39358926905156266,72.17005927198979
Co0.625 Fe0.625 Mo0.625 Ni1 V0.625,FCC+Sec.,CAST,other,,,8.5,520.0,,25.0,,,,,,,,,,0.17857142857142858,0.0,0.2857142857142857,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,631.7228565643156,0.38119234814693986,70.15805148857902
Co0.556 Fe0.556 Mo0.556 Ni1 V0.556,FCC+Sec.,CAST,other,,,8.5,510.0,,25.0,,,,,,,,,,0.17245657568238215,0.0,0.31017369727047145,0.0,0.17245657568238215,0.0,0.0,0.0,0.0,0.0,0.0,0.17245657568238215,0.17245657568238215,0.0,0.0,0.0,0.0,0.0,616.9753986854249,0.36963511303735574,68.28232386443
Co0.5 Fe0.5 Mo0.5 Ni1 V0.5,FCC+Sec.,CAST,other,,,8.5,382.0,,25.0,,,,,,,,,,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,602.9408125577099,0.35863653871520906,66.49726632370398
Co1 Fe1 Mo1 Ni1 V1,FCC+Sec.,CAST,other,,,8.4,625.0,,25.0,,,,,,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,682.8052347359221,0.4212244037957298,76.6552138219503
Co1 Fe1 Ni1 V1,FCC,CAST,FCC,,,7.8,238.0,,25.0,,,,,,184.0,,,,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,926.6481440221023,0.3165667750991489,98.18537186399892
Al0.111 Cu1 Mn1 Ni1,FCC+Sec.,CAST,other,,,8.1,241.0,C,25.0,515.0,,40.0,,,,,,,0.0,0.0,0.32144005143040827,0.0,0.0,0.0,0.0,0.0,0.0,0.03567984570877532,0.0,0.0,0.0,0.32144005143040827,0.0,0.0,0.0,0.32144005143040827,96.40844079287902,0.30112032216717566,6.2339163616572755
Al0.053 Cu1 Mn1 Ni1,FCC,CAST,FCC,,,8.3,166.0,C,25.0,330.0,,45.0,,,173.0,,,,0.0,0.0,0.32754667540124466,0.0,0.0,0.0,0.0,0.0,0.0,0.017359973796265967,0.0,0.0,0.0,0.32754667540124466,0.0,0.0,0.0,0.32754667540124466,95.50523352731656,0.3036708897612306,6.274953157702198
Cr1 Ta1 Ti0.17 V1 W1,BCC+Laves,POWDER,other,,,12.6,715.0,C,25.0,2034.0,,1.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0407673860911271,0.23980815347721823,0.0,0.23980815347721823,0.0,0.23980815347721823,0.0,0.0,0.0,0.23980815347721823,0.0,2354.021245102792,0.278028543815286,177.7745468657765
Cr1 Ta1 Ti0.3 V1 W1,BCC+Laves,POWDER,other,,,12.3,780.0,C,25.0,2050.0,,1.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.23255813953488372,0.0,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.0,0.23255813953488372,0.0,2331.2175287970276,0.27456860983942527,175.65460067913898
Cr1 Ta1 V1 W1,BCC+Laves,POWDER,other,,,13.0,715.0,C,25.0,2327.0,,1.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2384.757098263918,0.2826919952108099,180.63190370307018
Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,BCC+Sec.,CAST,other,,,7.7,442.0,C,25.0,1350.0,2150.0,,28.0,,,,,,0.0,0.02439024390243903,0.0,0.0,0.0,0.24390243902439027,0.0,0.24390243902439027,0.0,0.0,0.0,0.12195121951219513,0.0,0.0,0.24390243902439027,0.12195121951219513,0.0,0.0,1219.4779788672388,0.5115416459469558,254.18407113423956
Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,BCC+Sec.,CAST,other,,,7.5,494.0,C,25.0,1370.0,1950.0,,23.0,,,,,,0.0,0.06976744186046512,0.0,0.0,0.0,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.0,0.11627906976744186,0.0,0.0,0.23255813953488372,0.11627906976744186,0.0,0.0,1203.1515383413614,0.5042739410084021,250.4280357053016
Hf0.5 Mo0.5 Nb1 Si0.5 Ti1 Zr1,BCC+Sec.,CAST,other,,,7.2,524.0,C,25.0,1600.0,1900.0,,23.0,,,,,,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,1187.3037324044722,0.4972192999621671,246.7821142029666
Hf0.5 Mo0.5 Nb1 Si0.7 Ti1 Zr1,BCC+Sec.,CAST,other,,,7.0,580.0,C,25.0,1550.0,1900.0,,12.0,,,,,,0.0,0.14893617021276595,0.0,0.0,0.0,0.2127659574468085,0.0,0.2127659574468085,0.0,0.0,0.0,0.10638297872340426,0.0,0.0,0.2127659574468085,0.10638297872340426,0.0,0.0,1171.9138172663756,0.49036848872282923,243.24153434323432
Hf0.5 Mo0.5 Nb1 Si0.9 Ti1 Zr1,BCC+Sec.,CAST,other,,,6.8,640.0,C,25.0,1650.0,2000.0,,9.0,,,,,,0.0,0.18367346938775508,0.0,0.0,0.0,0.2040816326530612,0.0,0.2040816326530612,0.0,0.0,0.0,0.1020408163265306,0.0,0.0,0.2040816326530612,0.1020408163265306,0.0,0.0,1156.962230767476,0.4837127992070996,239.80179568619602
Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec.,CAST,other,,,7.9,400.0,C,25.0,1150.0,1500.0,,25.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.25,0.125,0.0,0.0,1227.8275147608472,0.5152584367044039,256.104952331943
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,0.05,,9.9,420.0,T,25.0,1900.0,,7.9,,,107.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2263.725821723252,0.48055718246990403,387.63011125388886
Hf1 Nb1 Ta1 Ti1 Zr1,BCC+HCP,OTHER,other,0.05,,9.9,530.0,T,25.0,1520.0,,1.7,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2263.725821723252,0.48055718246990403,387.63011125388886
Hf1 Nb1 Ta1 Ti1 Zr1,BCC+BCC+HCP,OTHER,other,0.1,,9.9,340.0,T,25.0,795.0,,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2263.725821723252,0.48055718246990403,387.63011125388886
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,100.0,,9.9,309.0,T,25.0,830.0,840.0,9.2,,,107.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2263.725821723252,0.48055718246990403,387.63011125388886
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,,,9.9,366.0,T,25.0,1202.0,1295.0,4.7,,,107.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2263.725821723252,0.48055718246990403,387.63011125388886
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,,,9.9,351.0,T,25.0,1145.0,1262.0,9.7,,,107.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2263.725821723252,0.48055718246990403,387.63011125388886
Hf1 Nb1 Ta1 Zr1,BCC+HCP,ANNEAL,other,,,11.1,571.0,C,25.0,2310.0,,0.3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,2411.344215096492,0.5219972404658094,420.57382581820195
Hf1 Nb1 Ta1 Zr1,BCC+HCP,ANNEAL,other,,,11.1,536.0,C,25.0,2100.0,2200.0,3.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,2411.344215096492,0.5219972404658094,420.57382581820195
Hf1 Nb1 Ta1 Zr1,BCC+HCP,ANNEAL,other,,,11.1,550.0,C,25.0,1950.0,2010.0,2.2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,2411.344215096492,0.5219972404658094,420.57382581820195
Hf1 Nb1 Ta1 Zr1,BCC,CAST,BCC,,,11.1,365.0,C,25.0,1315.0,1800.0,21.6,,,105.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,2411.344215096492,0.5219972404658094,420.57382581820195
Mo1 Nb1 Ta1 Ti0.25 W1,BCC,CAST,BCC,,,13.1,478.3,C,25.0,1109.0,1197.0,,,,242.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.23529411764705882,0.0,0.23529411764705882,0.23529411764705882,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,1919.698473349923,0.23309129402820813,131.7766425632163
Mo1 Nb1 Ta1 Ti0.5 W1,BCC,CAST,BCC,,,12.6,481.2,C,25.0,1211.0,1578.0,,,,234.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,1892.0954621397716,0.228468866054347,129.32699905641593
Mo1 Nb1 Ta1 Ti0.75 W1,BCC,CAST,BCC,,,12.2,495.6,C,25.0,1304.0,1593.0,,,,228.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.21052631578947367,0.0,0.21052631578947367,0.21052631578947367,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,1865.6130942536922,0.22403410213679023,126.9768076210346
Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,BCC,,,11.8,507.5,C,25.0,1455.0,1910.0,,,,222.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,1840.1844826439685,0.21977580130336483,124.72013233142705
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,ANNEAL,other,,,7.7,168.0,,,,,,,,,,,,0.17002310993727304,0.0,0.3301419610432486,0.0,0.17002310993727304,0.0,0.0,0.0,0.0,0.07989435457246616,0.0,0.0,0.0,0.07989435457246616,0.0,0.0,0.17002310993727304,0.0,192.65123538898234,0.2630914610167739,11.652582448813197
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,ANNEAL,other,,,7.7,328.0,,,,,,,,,,,,0.17002310993727304,0.0,0.3301419610432486,0.0,0.17002310993727304,0.0,0.0,0.0,0.0,0.07989435457246616,0.0,0.0,0.0,0.07989435457246616,0.0,0.0,0.17002310993727304,0.0,192.65123538898234,0.2630914610167739,11.652582448813197
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,,ANNEAL,other,,,7.7,206.0,,,,,,,,,,,,0.17002310993727304,0.0,0.3301419610432486,0.0,0.17002310993727304,0.0,0.0,0.0,0.0,0.07989435457246616,0.0,0.0,0.0,0.07989435457246616,0.0,0.0,0.17002310993727304,0.0,192.65123538898234,0.2630914610167739,11.652582448813197
Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,CAST,other,,,7.7,231.0,,,,,,,,,,,,0.16963350785340311,0.0,0.34904013961605584,0.0,0.16963350785340311,0.0,0.0,0.01012216404886562,0.0,0.07993019197207679,0.0010471204188481674,0.0010471204188481674,0.0,0.07993019197207679,0.0,0.0,0.13961605584642234,0.0,185.85511690247088,0.24457864373605062,11.84325946821692
Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,ANNEAL,other,,,7.7,178.0,,,,,,,,,,,,0.16963350785340311,0.0,0.34904013961605584,0.0,0.16963350785340311,0.0,0.0,0.01012216404886562,0.0,0.07993019197207679,0.0010471204188481674,0.0010471204188481674,0.0,0.07993019197207679,0.0,0.0,0.13961605584642234,0.0,185.85511690247088,0.24457864373605062,11.84325946821692
Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,ANNEAL,other,,,7.7,343.0,,,,,,,,,,,,0.16963350785340311,0.0,0.34904013961605584,0.0,0.16963350785340311,0.0,0.0,0.01012216404886562,0.0,0.07993019197207679,0.0010471204188481674,0.0010471204188481674,0.0,0.07993019197207679,0.0,0.0,0.13961605584642234,0.0,185.85511690247088,0.24457864373605062,11.84325946821692
Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,,ANNEAL,other,,,7.7,171.0,,,,,,,,,,,,0.16963350785340311,0.0,0.34904013961605584,0.0,0.16963350785340311,0.0,0.0,0.01012216404886562,0.0,0.07993019197207679,0.0010471204188481674,0.0010471204188481674,0.0,0.07993019197207679,0.0,0.0,0.13961605584642234,0.0,185.85511690247088,0.24457864373605062,11.84325946821692
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,,CAST,other,,,7.4,343.0,,,,,,,,,,,,0.2498200143988481,0.0,0.35997120230381574,0.0,0.15010799136069117,0.0,0.0,0.06011519078473723,0.0,0.10007199424046079,0.0,0.0,0.0,0.0,0.0,0.0,0.0799136069114471,0.0,189.89962293559122,0.23531043680023758,14.058601117525335
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,,ANNEAL,other,,,7.4,341.0,,,,,,,,,,,,0.2498200143988481,0.0,0.35997120230381574,0.0,0.15010799136069117,0.0,0.0,0.06011519078473723,0.0,0.10007199424046079,0.0,0.0,0.0,0.0,0.0,0.0,0.0799136069114471,0.0,189.89962293559122,0.23531043680023758,14.058601117525335
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,ANNEAL,other,,,7.4,345.0,T,25.0,568.0,786.0,12.0,,,,,,,0.2498200143988481,0.0,0.35997120230381574,0.0,0.15010799136069117,0.0,0.0,0.06011519078473723,0.0,0.10007199424046079,0.0,0.0,0.0,0.0,0.0,0.0,0.0799136069114471,0.0,189.89962293559122,0.23531043680023758,14.058601117525335
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,ANNEAL,other,,,7.4,345.0,T,25.0,596.0,1039.0,20.0,,,,,,,0.2498200143988481,0.0,0.35997120230381574,0.0,0.15010799136069117,0.0,0.0,0.06011519078473723,0.0,0.10007199424046079,0.0,0.0,0.0,0.0,0.0,0.0,0.0799136069114471,0.0,189.89962293559122,0.23531043680023758,14.058601117525335
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,ANNEAL,other,,,7.4,345.0,T,700.0,487.0,702.0,18.0,,,,,,,0.2498200143988481,0.0,0.35997120230381574,0.0,0.15010799136069117,0.0,0.0,0.06011519078473723,0.0,0.10007199424046079,0.0,0.0,0.0,0.0,0.0,0.0,0.0799136069114471,0.0,189.89962293559122,0.23531043680023758,14.058601117525335
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC+L12+Sec.,ANNEAL,other,,,7.4,345.0,T,700.0,486.0,624.0,11.0,,,,,,,0.2498200143988481,0.0,0.35997120230381574,0.0,0.15010799136069117,0.0,0.0,0.06011519078473723,0.0,0.10007199424046079,0.0,0.0,0.0,0.0,0.0,0.0,0.0799136069114471,0.0,189.89962293559122,0.23531043680023758,14.058601117525335
Co1 Cr1 Ni1,FCC,WROUGHT,FCC,1.6,,8.3,468.0,T,25.0,1100.0,,23.0,,,231.0,,,,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,279.43216791462766,0.4275910618477684,17.213077059135664
Co1 Cr1 Ni1,FCC,WROUGHT,FCC,2.3,,8.3,326.0,T,25.0,597.0,,53.0,,,231.0,,,,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,279.43216791462766,0.4275910618477684,17.213077059135664
Co1 Cr1 Ni1,FCC,WROUGHT,FCC,24.0,,8.3,223.0,T,25.0,346.0,,76.0,,,231.0,,,,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,279.43216791462766,0.4275910618477684,17.213077059135664
Co1 Cr1 Fe1 Mn1 Ni1,FCC,CAST,FCC,,,8.0,130.2,C,25.0,210.0,,57.0,,,220.0,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,185.37610912981455,0.3770692938659058,10.863425106990015
Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,,,8.0,394.1,C,25.0,1150.0,,6.0,,,220.0,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,185.37610912981455,0.3770692938659058,10.863425106990015
Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,,,8.0,430.7,C,25.0,1300.0,,0.7,,,220.0,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,185.37610912981455,0.3770692938659058,10.863425106990015
Nb1 Ta1 Ti1 V1,BCC,POWDER,BCC,24.0,,9.2,427.9,C,25.0,1108.0,,28.3,,,134.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,3163.9143880645074,0.2468286151286661,223.8292242466525
Nb1 Ta1 Ti1 V1,BCC,POWDER,BCC,30.0,,9.2,444.3,C,25.0,1308.0,,27.9,,,134.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,3163.9143880645074,0.2468286151286661,223.8292242466525
Nb1 Ta1 Ti1 V1,BCC,POWDER,BCC,38.0,,9.2,510.9,C,25.0,1373.0,,29.5,,,134.0,4800.0,,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,3163.9143880645074,0.2468286151286661,223.8292242466525
Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,0.4,,8.0,415.0,C,25.0,1314.0,,,20.3,,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,185.37610912981455,0.3770692938659058,10.863425106990015
Al0.1 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,,,7.9,432.0,C,25.0,1631.0,,,12.6,,,,,,0.19607843137254904,0.0,0.19607843137254904,0.0,0.19607843137254904,0.0,0.0,0.0,0.0,0.019607843137254905,0.0,0.0,0.0,0.0,0.0,0.0,0.19607843137254904,0.19607843137254904,185.51071360447622,0.3735710248747783,10.774665663480492
Al0.3 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,0.2,,7.6,511.0,C,25.0,1836.0,,,4.9,,,,,,0.18867924528301888,0.0,0.18867924528301888,0.0,0.18867924528301888,0.0,0.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.18867924528301888,0.18867924528301888,185.7723696160059,0.3667707820613254,10.602127253946357
Al0.5 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,,,7.4,553.0,C,25.0,1932.0,,,3.8,,,,,,0.18181818181818182,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,186.0244172989894,0.36022025247541595,10.435924665691244
Al0.7 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,0.2,,7.1,622.0,C,25.0,2230.0,,,1.69,,,,,,0.17543859649122806,0.0,0.17543859649122806,0.0,0.17543859649122806,0.0,0.0,0.0,0.0,0.12280701754385964,0.0,0.0,0.0,0.0,0.0,0.0,0.17543859649122806,0.17543859649122806,186.26737635572667,0.3539059294454134,10.27571520218119
Al1 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,,,6.8,684.0,C,25.0,,,,0.0,,,,,,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,186.61582080812022,0.34485012037217777,10.045947686902206
Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,,,8.2,94.7,,,,,,,,226.0,,,,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,216.25667524172803,0.32786290251042316,13.117077530382328
Al0.3 Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,117.0,,,,,,,,210.0,,,,0.23255813953488372,0.0,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,215.67595930705528,0.31684711030425505,12.716211240227096
Al0.6 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2,CAST,other,,,7.2,228.0,,,,,,,,,,,,0.2173913043478261,0.0,0.2173913043478261,0.0,0.2173913043478261,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.2173913043478261,0.0,215.1341455339999,0.30656926603985973,12.342198983645634
Al0.9 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2,CAST,other,,,6.8,511.0,,,,,,,,,,,,0.2040816326530612,0.0,0.2040816326530612,0.0,0.2040816326530612,0.0,0.0,0.0,0.0,0.18367346938775508,0.0,0.0,0.0,0.0,0.0,0.0,0.2040816326530612,0.0,214.62745152997894,0.2969576202641126,11.99242978754074
Al0.9 Co1 Cr1 Fe1 Ni1 Ti0.5,BCC+B2+Sec.,CAST,other,,,6.5,623.0,,,,,,,,,,,,0.18518518518518517,0.0,0.18518518518518517,0.0,0.18518518518518517,0.0,0.0,0.09259259259259259,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,247.23780770762613,0.27186113557222574,12.128650379827317
Al1 Co1 Cr1 Ni1,BCC+B2,CAST,other,,,6.4,1183.0,C,25.0,1750.0,,16.7,,,,,,,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,268.4622819065059,0.3702808891601811,15.063477287756244
